986;девятьсот восемьдесят шесть
987;девятьсот восемьдесят семь
988;девятьсот восемьдесят восемь
989;девятьсот восемьдесят девять
990;девятьсот девяносто
991;девятьсот девяносто один
992;девятьсот девяносто два
993;девятьсот девяносто три
994;девятьсот девяносто четыре
995;девятьсот девяносто пять
996;девятьсот девяносто шесть
997;девятьсот девяносто семь
998;девятьсот девяносто восемь
999;девятьсот девяносто девять, три девятки, триплет девяток
